County,State,Latitude,Longitude 
Gunnison,Colorado,38.6668,-107.0316
La Paz,Arizona,33.7294,-113.9815
Robertson,Texas,31.027,-96.5129
Buckingham,Virginia,37.5722,-78.5288
Bond,Illinois,38.8868,-89.4356
Giles,Virginia,37.3142,-80.7029
Piscataquis,Maine,45.8373,-69.2846
Marion,Arkansas,36.2684,-92.6842
Rabun,Georgia,34.8818,-83.402
Lee,South Carolina,34.1633,-80.2545
Taylor,West Virginia,39.336,-80.0462
Rush,Indiana,39.62,-85.4658
Dixie,Florida,29.6082,-83.1588
Piatt,Illinois,40.0104,-88.5911
Lafayette,Wisconsin,42.6605,-90.1317
New Madrid,Missouri,36.5946,-89.6517
Socorro,New Mexico,34.0072,-106.9302
Iowa,Iowa,41.6863,-92.0655
Washburn,Wisconsin,45.8992,-91.7912
Crawford,Iowa,42.0372,-95.382
Richland,North Dakota,46.2646,-96.9483
Baker,Oregon,44.7091,-117.6753
Madison,Arkansas,36.011,-93.7246
Idaho,Idaho,45.8441,-115.4675
Potter,Pennsylvania,41.7449,-77.8958
Union,South Dakota,42.8325,-96.656
Fountain,Indiana,40.1209,-87.242
Madison,Iowa,41.3307,-94.0156
Clay,Iowa,43.0826,-95.1509
Jasper,Mississippi,32.0191,-89.1189
Long,Georgia,31.7526,-81.7458
Atchison,Kansas,39.5318,-95.3135
Alamosa,Colorado,37.5729,-105.7883
Fayette,Alabama,33.7212,-87.7388
Burnett,Wisconsin,45.8627,-92.3676
Wayne,Tennessee,35.2399,-87.7881
Parke,Indiana,39.7736,-87.2064
Dade,Georgia,34.8546,-85.5045
Hill,Montana,48.6282,-110.1112
Lawrence,Arkansas,36.0412,-91.107
Lawrence,Kentucky,38.0679,-82.7348
Brooks,Georgia,30.842,-83.5802
Wayne,Illinois,38.4296,-88.4256
Radford,Virginia,37.1229,-80.5587
Rockcastle,Kentucky,37.3651,-84.316
Crawford,Wisconsin,43.2395,-90.931
Union,Florida,30.0439,-82.3714
Bates,Missouri,38.2573,-94.34
Sevier,Arkansas,33.9972,-94.2412
Brunswick,Virginia,36.7648,-77.859
Appomattox,Virginia,37.3723,-78.8126
Bayfield,Wisconsin,46.5237,-91.2009
Kanabec,Minnesota,45.9452,-93.2934
Ashland,Wisconsin,46.3149,-90.678
Pemiscot,Missouri,36.2114,-89.7854
Neosho,Kansas,37.5585,-95.3068
Otoe,Nebraska,40.6485,-96.1348
Leon,Texas,31.2965,-95.9957
Richland,Illinois,38.7124,-88.0851
Benton,Tennessee,36.0698,-88.0683
Casey,Kentucky,37.3223,-84.9283
Van Buren,Arkansas,35.5806,-92.5158
Jefferson,Iowa,41.0318,-91.9489
Trinity,California,40.6507,-123.1126
Osage,Kansas,38.6523,-95.7269
Mercer,Illinois,41.2053,-90.7414
Aitkin,Minnesota,46.6082,-93.4155
Sequatchie,Tennessee,35.3712,-85.4106
Moniteau,Missouri,38.6328,-92.5831
Jefferson,Georgia,33.0549,-82.4182
Henry,Kentucky,38.4485,-85.1189
Pawnee,Oklahoma,36.3169,-96.6992
Clarke,Mississippi,32.0414,-88.6894
Floyd,Iowa,43.0599,-92.789
Nottoway,Virginia,37.143,-78.0512
De Witt,Illinois,40.1746,-88.9041
Grand,Colorado,40.1026,-106.1183
Barbour,West Virginia,39.133,-80.003
Clark,Illinois,39.3336,-87.7877
Carroll,Illinois,42.0687,-89.9343
Washington,Alabama,31.4076,-88.2079
Floyd,Virginia,36.9316,-80.3625
Marquette,Wisconsin,43.8196,-89.3987
Vermillion,Indiana,39.8538,-87.464
Lawrence,Illinois,38.72,-87.7268
Brown,Indiana,39.1962,-86.2274
Redwood,Minnesota,44.4037,-95.2538
Gooding,Idaho,42.971,-114.8115
Grayson,Virginia,36.6565,-81.2249
Marshall,Oklahoma,34.0245,-96.7691
West Feliciana,Louisiana,30.8798,-91.42
Roseau,Minnesota,48.7751,-95.8108
Williamsburg,Virginia,37.2693,-76.7076
Tipton,Indiana,40.3113,-86.0519
Kingfisher,Oklahoma,35.9454,-97.9421
Alleghany,Virginia,37.7878,-80.0062
Page,Iowa,40.7391,-95.1502
Macon,Missouri,39.8308,-92.5646
Jackson,Louisiana,32.302,-92.5578
Gulf,Florida,29.9556,-85.2266
Pecos,Texas,30.781,-102.7235
Torrance,New Mexico,34.6405,-105.8508
Hamilton,Iowa,42.3838,-93.7068
Cleburne,Alabama,33.6745,-85.5188
Missaukee,Michigan,44.3374,-85.0947
Arenac,Michigan,44.0655,-83.8952
Livingston,Missouri,39.7821,-93.5483
Fleming,Kentucky,38.3701,-83.6967
Jackson,Texas,28.9542,-96.5776
Mitchell,North Carolina,36.0133,-82.1636
Sibley,Minnesota,44.5795,-94.2321
Pike,Illinois,39.6225,-90.8863
Bledsoe,Tennessee,35.5964,-85.2051
Gogebic,Michigan,46.4088,-89.6944
Kossuth,Iowa,43.2041,-94.2067
Karnes,Texas,28.9057,-97.8594
Hale,Alabama,32.7627,-87.6291
Clay,South Dakota,42.9146,-96.9756
Gasconade,Missouri,38.4409,-91.5079
Nelson,Virginia,37.7874,-78.8868
Oglethorpe,Georgia,33.8807,-83.0807
LaSalle,Louisiana,31.6769,-92.1604
Renville,Minnesota,44.7268,-94.9471
Larue,Kentucky,37.5458,-85.6979
Jeff Davis,Georgia,31.8056,-82.6368
Nolan,Texas,32.3035,-100.406
Clarke,Virginia,39.1123,-77.9967
Carbon,Wyoming,41.6944,-106.9307
Clay,Arkansas,36.3682,-90.4176
Mills,Iowa,41.0334,-95.6213
Moultrie,Illinois,39.6415,-88.6193
Wetzel,West Virginia,39.6053,-80.6391
Pendleton,Kentucky,38.6956,-84.3603
Harrison,Ohio,40.2938,-81.0911
San Juan,Utah,37.626,-109.8045
Harrison,Iowa,41.6829,-95.8168
Dent,Missouri,37.6066,-91.5079
Reeves,Texas,31.323,-103.693
Las Animas,Colorado,37.3158,-104.0387
Fulton,Pennsylvania,39.9254,-78.1127
Knott,Kentucky,37.354,-82.9541
Falls Church,Virginia,38.8847,-77.1751
Smith,Mississippi,32.0177,-89.5067
Jasper,Georgia,33.3165,-83.688
Claiborne,Louisiana,32.8227,-92.9958
Butler,Iowa,42.7316,-92.7902
Bourbon,Kansas,37.8552,-94.8493
Jefferson,Florida,30.4375,-83.8953
Saline,Nebraska,40.5241,-97.1409
Cannon,Tennessee,35.8087,-86.0617
Choctaw,Oklahoma,34.0266,-95.5522
Massac,Illinois,37.2189,-88.7076
Hardy,West Virginia,39.0075,-78.858
Dickenson,Virginia,37.1258,-82.3504
Calhoun,South Carolina,33.6749,-80.7803
Clay,Alabama,33.269,-85.8605
Cedar,Missouri,37.7238,-93.8566
Rusk,Wisconsin,45.4751,-91.1332
Craig,Oklahoma,36.7618,-95.2085
Noble,Ohio,39.7659,-81.4556
Swain,North Carolina,35.4868,-83.4928
York,Nebraska,40.8727,-97.5971
Estill,Kentucky,37.6924,-83.9643
O'Brien,Iowa,43.0838,-95.6249
Roane,West Virginia,38.714,-81.3483
Atoka,Oklahoma,34.3736,-96.0378
Allamakee,Iowa,43.2843,-91.3781
Trigg,Kentucky,36.8064,-87.8733
Pennington,Minnesota,48.0662,-96.0367
Franklin,Idaho,42.1811,-111.8132
Screven,Georgia,32.7506,-81.612
Crockett,Tennessee,35.8135,-89.1395
Wadena,Minnesota,46.5858,-94.9694
Price,Wisconsin,45.6804,-90.3614
Walthall,Mississippi,31.1484,-90.1061
Hamilton,Florida,30.4964,-82.9479
White,Illinois,38.0875,-88.1796
Morgan,Ohio,39.6204,-81.8527
Zapata,Texas,27.0008,-99.1686
Ketchikan Gateway,Alaska,55.5852,-130.9288
Faribault,Minnesota,43.6739,-93.948
Lamar,Alabama,33.7791,-88.097
Winn,Louisiana,31.9442,-92.6369
Murray,Oklahoma,34.4823,-97.0679
Newton,Indiana,40.9558,-87.3976
Calhoun,Florida,30.4061,-85.1971
Oglala Lakota,South Dakota,43.3355,-102.5517
Washington,Illinois,38.3522,-89.4105
Glacier,Montana,48.7051,-112.9947
Chowan,North Carolina,36.1508,-76.6079
Nantucket,Massachusetts,41.2831,-70.0692
Union,Kentucky,37.6584,-87.9454
Callahan,Texas,32.2976,-99.3735
Morgan,Kentucky,37.9223,-83.2589
McKenzie,North Dakota,47.7402,-103.3953
Madison,Virginia,38.4137,-78.2792
Converse,Wyoming,42.9723,-105.5072
Trinity,Texas,31.0888,-95.1355
Greene,Mississippi,31.2142,-88.6392
Izard,Arkansas,36.0949,-91.9134
Breathitt,Kentucky,37.5216,-83.3241
Ford,Illinois,40.5972,-88.2233
Madison,Texas,30.9655,-95.9284
Stewart,Tennessee,36.5012,-87.8384
Comanche,Texas,31.948,-98.5582
Bamberg,South Carolina,33.2148,-81.0542
Monroe,Ohio,39.7274,-81.0829
Martinsville,Virginia,36.6827,-79.8636
Grundy,Tennessee,35.3884,-85.7226
Calhoun,Mississippi,33.9365,-89.3365
Hughes,Oklahoma,35.0484,-96.2502
Osage,Missouri,38.4604,-91.8618
Fremont,Idaho,44.2288,-111.4819
Buffalo,Wisconsin,44.3798,-91.7545
Clay,Illinois,38.7542,-88.4902
Pend Oreille,Washington,48.5323,-117.274
Crenshaw,Alabama,31.7315,-86.3136
Mono,California,37.9391,-118.8868
Jackson,Kansas,39.4168,-95.7937
Archuleta,Colorado,37.1935,-107.0483
Moffat,Colorado,40.6184,-108.2074
Johnson,Illinois,37.4597,-88.8809
Mason,Illinois,40.2396,-89.9168
Amelia,Virginia,37.336,-77.9761
Kodiak Island,Alaska,57.6807,-153.7972
Big Horn,Montana,45.4234,-107.4898
Cass,Iowa,41.3315,-94.9278
Lamb,Texas,34.0686,-102.3517
Bienville,Louisiana,32.3473,-93.0561
Shoshone,Idaho,47.3529,-115.8924
Lewis,Kentucky,38.5315,-83.3781
Crawford,Michigan,44.6837,-84.6103
Lincoln,Arkansas,33.957,-91.7344
Cass,Illinois,39.9735,-90.2474
Powell,Kentucky,37.8311,-83.8237
Jackson,Kentucky,37.4198,-84.0058
Perquimans,North Carolina,36.2059,-76.4411
Webster,Kentucky,37.5184,-87.6832
Wright,Iowa,42.7331,-93.7352
Presque Isle,Michigan,45.3401,-83.918
Mississippi,Missouri,36.8281,-89.2911
Tallahatchie,Mississippi,33.9505,-90.1732
Howard,Arkansas,34.0889,-93.9936
Wilbarger,Texas,34.0808,-99.241
Telfair,Georgia,31.9298,-82.939
Millard,Utah,39.0733,-113.1008
Vinton,Ohio,39.251,-82.4853
Choctaw,Alabama,32.0198,-88.2632
Amite,Mississippi,31.1744,-90.8044
Braxton,West Virginia,38.6999,-80.7193
Bath,Kentucky,38.145,-83.7427
Goshen,Wyoming,42.0879,-104.3533
Caldwell,Kentucky,37.1454,-87.8679
Meigs,Tennessee,35.5129,-84.8133
Madison,Missouri,37.4781,-90.345
Yalobusha,Mississippi,34.0282,-89.7076
Bleckley,Georgia,32.4345,-83.3278
Allen,Kansas,37.8857,-95.3014
Newton,Texas,30.7863,-93.7448
Chippewa,Minnesota,45.0224,-95.5667
Rolette,North Dakota,48.7725,-99.8409
Camp,Texas,32.9732,-94.9785
Pulaski,Indiana,41.0419,-86.6988
Monroe,West Virginia,37.5604,-80.5505
Lewis,Tennessee,35.5273,-87.4931
Sumter,Alabama,32.5911,-88.1988
Charlton,Georgia,30.7817,-82.1379
Butler,Kentucky,37.2073,-86.6816
Colfax,New Mexico,36.6061,-104.6468
Poquoson,Virginia,37.1318,-76.3568
Dawson,Texas,32.7426,-101.9476
Stone,Arkansas,35.8599,-92.1568
Menard,Illinois,40.0274,-89.8022
Grundy,Iowa,42.4019,-92.7914
Macon,Georgia,32.3584,-84.0425
Appanoose,Iowa,40.7432,-92.8686
Towns,Georgia,34.9167,-83.7373
Sanders,Montana,47.6748,-115.1333
Pamlico,North Carolina,35.1435,-76.7407
Lake,Michigan,43.9901,-85.8016
Franklin,Florida,29.8765,-84.814
Northampton,Virginia,37.343,-75.877
Pike,Indiana,38.3988,-87.2322
Todd,Kentucky,36.8357,-87.1792
Koochiching,Minnesota,48.2454,-93.7834
Union,Iowa,41.0277,-94.2424
Greene,Illinois,39.3562,-90.3905
Glades,Florida,26.9564,-81.189
Edmonson,Kentucky,37.2088,-86.2384
Morgan,Utah,41.0893,-111.5732
Crawford,Georgia,32.7145,-83.9863
Blackford,Indiana,40.4736,-85.3248
Summers,West Virginia,37.6559,-80.8586
Little River,Arkansas,33.7009,-94.2352
Fulton,Arkansas,36.3816,-91.8182
Jefferson,Montana,46.1485,-112.0938
Lawrence,Mississippi,31.5502,-90.107
Chickasaw,Iowa,43.0601,-92.3177
Rains,Texas,32.8703,-95.7934
Morris,Texas,33.1135,-94.7326
Lunenburg,Virginia,36.9462,-78.2406
Skamania,Washington,46.023,-121.9147
Custer,Montana,46.2527,-105.5717
Prowers,Colorado,37.9552,-102.3934
Boundary,Idaho,48.7669,-116.4629
Northumberland,Virginia,37.8874,-76.4195
Morrow,Oregon,45.419,-119.5844
Linn,Missouri,39.8702,-93.1072
Washington,Kentucky,37.7534,-85.1748
Lyon,Iowa,43.3805,-96.2102
Terry,Texas,33.1738,-102.3352
Marion,Kansas,38.3589,-97.0969
Magoffin,Kentucky,37.7065,-83.0649
Owyhee,Idaho,42.5814,-116.1699
Douglas,Missouri,36.9326,-92.4988
Marshall,Illinois,41.0332,-89.3448
Conecuh,Alabama,31.4292,-86.9937
Shelby,Iowa,41.6851,-95.3102
Barton,Missouri,37.5023,-94.3471
Haskell,Oklahoma,35.2248,-95.1166
Red River,Texas,33.6207,-95.0503
Big Horn,Wyoming,44.5267,-107.9952
Juab,Utah,39.7027,-112.7848
DeKalb,Missouri,39.8932,-94.4047
Ramsey,North Dakota,48.2689,-98.7201
Jackson,Tennessee,36.3592,-85.6732
Perry,Mississippi,31.172,-88.9924
Cherokee,Iowa,42.7356,-95.6238
Charlotte,Virginia,37.0116,-78.6616
Iron,Michigan,46.2087,-88.5305
Dooly,Georgia,32.1572,-83.7988
Desha,Arkansas,33.8309,-91.2551
Sierra,New Mexico,33.1305,-107.1924
Teton,Idaho,43.7594,-111.2076
Cottonwood,Minnesota,44.0071,-95.1812
Valley,Idaho,44.7666,-115.5663
Rio Grande,Colorado,37.5825,-106.3832
Greensville,Virginia,36.6759,-77.5596
Fergus,Montana,47.2636,-109.2245
Trousdale,Tennessee,36.3921,-86.1568
Decatur,Tennessee,35.603,-88.1088
Okfuskee,Oklahoma,35.4655,-96.3228
Heard,Georgia,33.297,-85.1283
Wabash,Illinois,38.4461,-87.8443
Martin,Kentucky,37.8016,-82.5132
Montgomery,Missouri,38.9415,-91.4702
Live Oak,Texas,28.3514,-98.1248
Richland,Montana,47.7879,-104.5614
Ward,Texas,31.5095,-103.1025
Jefferson Davis,Mississippi,31.5697,-89.823
Lake,South Dakota,44.0221,-97.1294
Blanco,Texas,30.2664,-98.3999
Wayne,Missouri,37.1126,-90.4614
McIntosh,Georgia,31.4963,-81.4103
Monroe,Kentucky,36.7122,-85.7165
Watonwan,Minnesota,43.9784,-94.6141
Pope,Minnesota,45.586,-95.4445
Washington,North Carolina,35.8226,-76.5775
Bacon,Georgia,31.5537,-82.4527
Owen,Kentucky,38.5197,-84.8281
Green,Kentucky,37.264,-85.5531
Grant,West Virginia,39.1051,-79.1956
Ripley,Missouri,36.6528,-90.8638
Noble,Oklahoma,36.3886,-97.2305
Washita,Oklahoma,35.2904,-98.9922
Clay,North Carolina,35.0572,-83.7502
Sussex,Virginia,36.9218,-77.2618
Lancaster,Virginia,37.7345,-76.4632
Alleghany,North Carolina,36.4916,-81.1271
Pushmataha,Oklahoma,34.4162,-95.3759
Louisa,Iowa,41.2185,-91.2596
Candler,Georgia,32.4034,-82.0737
Roosevelt,Montana,48.2945,-105.0164
St. Helena,Louisiana,30.822,-90.7103
Barnes,North Dakota,46.9361,-98.0716
North Slope,Alaska,69.3122,-153.481
Hancock,Iowa,43.0819,-93.7343
Lake,Minnesota,47.641,-91.4458
Box Butte,Nebraska,42.2197,-103.0857
Mackinac,Michigan,46.0804,-85.0867
Early,Georgia,31.3228,-84.9036
Carroll,Kentucky,38.6678,-85.1236
Lincoln,Washington,47.5763,-118.4187
Evans,Georgia,32.1568,-81.8869
Bollinger,Missouri,37.3222,-90.0259
Winnebago,Iowa,43.3776,-93.7342
Red Willow,Nebraska,40.1758,-100.4769
Wilcox,Alabama,31.9893,-87.3082
Middlesex,Virginia,37.6303,-76.5697
Walsh,North Dakota,48.3695,-97.7213
Custer,Nebraska,41.3943,-99.7262
Leslie,Kentucky,37.0941,-83.3811
Essex,Virginia,37.9435,-76.9516
Colfax,Nebraska,41.574,-97.0865
Guthrie,Iowa,41.6837,-94.5011
Bradley,Arkansas,33.4664,-92.1624
Gates,North Carolina,36.4449,-76.7005
Cumberland,Illinois,39.2733,-88.2402
Mitchell,Iowa,43.3564,-92.789
Crawford,Indiana,38.2924,-86.4517
Carbon,Montana,45.2274,-109.0281
Johnston,Oklahoma,34.3165,-96.6606
Coosa,Alabama,32.9362,-86.2477
Washington,Idaho,44.4524,-116.7847
Franklin,Texas,33.1755,-95.2184
Noxubee,Mississippi,33.1102,-88.5698
Chicot,Arkansas,33.267,-91.2937
Bullock,Alabama,32.1005,-85.7157
Camden,North Carolina,36.3877,-76.2064
Lowndes,Alabama,32.1547,-86.6501
Montgomery,Iowa,41.0302,-95.1563
Ralls,Missouri,39.5277,-91.522
Madison,Louisiana,32.3644,-91.2427
Metcalfe,Kentucky,36.9905,-85.6292
Roberts,South Dakota,45.6296,-96.9461
Clay,Texas,33.7855,-98.2085
Pike,Arkansas,34.1637,-93.6565
Nemaha,Kansas,39.7834,-96.0141
Holt,Nebraska,42.4557,-98.7838
Butte,South Dakota,44.9058,-103.5079
Howard,Missouri,39.1425,-92.6963
Alcona,Michigan,44.6854,-83.5937
Love,Oklahoma,33.9499,-97.2441
Nome,Alaska,64.9111,-164.0272
Ochiltree,Texas,36.2784,-100.8157
Franklin,Iowa,42.7325,-93.2625
Perry,Arkansas,34.9475,-92.9312
Carroll,Mississippi,33.4485,-89.9202
Keokuk,Iowa,41.3365,-92.1786
Lewis,Missouri,40.0969,-91.7221
Jackson,Minnesota,43.6742,-95.1541
Pulaski,Georgia,32.2323,-83.476
Duval,Texas,27.6814,-98.5089
Marshall,Kansas,39.7836,-96.5229
Sabine,Texas,31.3432,-93.8518
Calhoun,Iowa,42.3852,-94.6404
West Carroll,Louisiana,32.7885,-91.4568
Tunica,Mississippi,34.6507,-90.375
Montgomery,Mississippi,33.494,-89.6164
Yuma,Colorado,40.0029,-102.4243
Webster,Mississippi,33.6131,-89.2848
Scott,Arkansas,34.8607,-94.0632
Grundy,Missouri,40.1139,-93.5653
Zavala,Texas,28.8662,-99.7605
Runnels,Texas,31.8311,-99.9762
Martin,Indiana,38.708,-86.8031
Lanier,Georgia,31.0379,-83.0628
Parmer,Texas,34.5301,-102.7845
Switzerland,Indiana,38.8262,-85.0369
Emery,Utah,38.9968,-110.7006
Sac,Iowa,42.3862,-95.1054
Swift,Minnesota,45.2827,-95.6814
McLean,North Dakota,47.6069,-101.3218
Marion,Texas,32.798,-94.3572
Clarke,Iowa,41.029,-93.7852
Rock,Minnesota,43.6747,-96.2532
Mountrail,North Dakota,48.2013,-102.3557
Caldwell,Louisiana,32.0925,-92.1166
Cumberland,Virginia,37.5121,-78.245
Stevens,Minnesota,45.5861,-96.0003
Linn,Kansas,38.2123,-94.843
Wilkes,Georgia,33.7819,-82.7432
Grand,Utah,38.982,-109.5699
Humboldt,Iowa,42.7765,-94.2072
Yellow Medicine,Minnesota,44.7163,-95.8684
Irwin,Georgia,31.6022,-83.2764
Iron,Missouri,37.5552,-90.7735
Wayne,Nebraska,42.2093,-97.1193
McCormick,South Carolina,33.8995,-82.31
Cheyenne,Nebraska,41.2198,-102.995
Latimer,Oklahoma,34.876,-95.2504
Greenlee,Arizona,33.2152,-109.2402
Chattahoochee,Georgia,32.347,-84.787
Brown,Kansas,39.8265,-95.5642
Benewah,Idaho,47.2176,-116.6587
Brewster,Texas,29.8119,-103.2517
Nowata,Oklahoma,36.7985,-95.6174
Rice,Kansas,38.3472,-98.201
Howard,Iowa,43.3568,-92.3172
Todd,South Dakota,43.1934,-100.7184
Emmet,Iowa,43.3781,-94.6785
Clear Creek,Colorado,39.6891,-105.6444
Beaverhead,Montana,45.1327,-112.8988
Deer Lodge,Montana,46.0608,-113.0678
Hamilton,Nebraska,40.873,-98.0229
Clinton,Kentucky,36.7274,-85.1362
Pipestone,Minnesota,44.023,-96.2586
Charles Mix,South Dakota,43.2079,-98.5879
Jones,North Carolina,35.0217,-77.3552
Jasper,Illinois,39.0101,-88.1538
Johnson,Georgia,32.7015,-82.6601
Pratt,Kansas,37.6477,-98.7396
St. Clair,Missouri,38.0372,-93.776
Kemper,Mississippi,32.7546,-88.6412
White Pine,Nevada,39.4421,-114.9016
Forest,Wisconsin,45.6673,-88.7704
McLean,Kentucky,37.5292,-87.2636
Somervell,Texas,32.2222,-97.7744
Montmorency,Michigan,45.0276,-84.1272
Stephens,Texas,32.7359,-98.8362
Catahoula,Louisiana,31.6662,-91.847
Claiborne,Mississippi,31.9737,-90.9118
Seminole,Georgia,30.9388,-84.8688
Terrell,Georgia,31.777,-84.437
Marshall,Minnesota,48.3581,-96.3685
Davis,Iowa,40.7477,-92.4097
Hancock,Kentucky,37.8415,-86.7779
Cloud,Kansas,39.4803,-97.6492
Cuming,Nebraska,41.9164,-96.7874
Dawson,Montana,47.2664,-104.8995
Crittenden,Kentucky,37.3527,-88.0972
Palo Alto,Iowa,43.0821,-94.6781
Livingston,Kentucky,37.2096,-88.3537
Phelps,Nebraska,40.5111,-99.4145
Wilkinson,Georgia,32.8024,-83.1712
Stillwater,Montana,45.669,-109.3952
Alger,Michigan,46.4086,-86.604
Mitchell,Texas,32.3062,-100.9211
Richmond,Virginia,37.9434,-76.7269
Oregon,Missouri,36.6866,-91.4033
Caldwell,Missouri,39.6557,-93.9827
Turner,Georgia,31.7164,-83.6241
Wilcox,Georgia,31.9729,-83.4323
Dimmit,Texas,28.4226,-99.7566
Lee,Arkansas,34.7805,-90.7808
Greene,Iowa,42.0363,-94.3968
Sublette,Wyoming,42.7669,-109.9147
Blaine,Oklahoma,35.8752,-98.4334
Monona,Iowa,42.0516,-95.9599
Woods,Oklahoma,36.7669,-98.8651
Modoc,California,41.5898,-120.725
Clearwater,Idaho,46.6736,-115.6567
Wilson,Kansas,37.5593,-95.7434
Wilkinson,Mississippi,31.1611,-91.3109
Perry,Alabama,32.6385,-87.2944
Montgomery,Georgia,32.1734,-82.5348
Lyon,Kentucky,37.0191,-88.0832
Gallatin,Kentucky,38.7569,-84.8593
Jenkins,Georgia,32.7924,-81.9635
Benton,Indiana,40.6063,-87.3109
Ritchie,West Virginia,39.1783,-81.063
Quay,New Mexico,35.1043,-103.5498
Ozark,Missouri,36.6493,-92.4447
Hancock,Georgia,33.2704,-83.0007
Lucas,Iowa,41.0294,-93.3277
Monroe,Missouri,39.4954,-92.0007
Turner,South Dakota,43.3109,-97.1487
Archer,Texas,33.6153,-98.6877
Platte,Wyoming,42.1331,-104.9659
Carroll,Missouri,39.427,-93.5052
Mathews,Virginia,37.4354,-76.3436
Montgomery,Arkansas,34.539,-93.6594
Clearwater,Minnesota,47.5775,-95.379
Kiowa,Oklahoma,34.9164,-98.9809
Sitka,Alaska,57.2401,-135.3153
Trimble,Kentucky,38.613,-85.3375
Madison,Montana,45.3007,-111.9203
Jack,Texas,33.2335,-98.1725
Rosebud,Montana,46.2297,-106.7307
Maries,Missouri,38.1616,-91.9249
Johnson,Wyoming,44.0388,-106.5847
Knox,Nebraska,42.6368,-97.8919
Warren,Indiana,40.3469,-87.3533
Hickory,Missouri,37.9408,-93.3207
Daviess,Missouri,39.9608,-93.9855
Webster,West Virginia,38.4947,-80.4219
Mercer,North Dakota,47.3092,-101.8315
Cedar,Nebraska,42.5993,-97.2524
Tyler,West Virginia,39.4653,-80.8848
Bracken,Kentucky,38.6888,-84.0901
Dawes,Nebraska,42.7197,-103.1354
Coffey,Kansas,38.2369,-95.7341
Custer,South Dakota,43.6776,-103.4515
Kusilvak,Alaska,62.155,-163.3826
Butler,Nebraska,41.2261,-97.1318
Lafayette,Florida,29.9855,-83.1811
Nevada,Arkansas,33.664,-93.3072
Perry,Tennessee,35.6426,-87.859
Keith,Nebraska,41.1988,-101.6615
Prairie,Arkansas,34.8298,-91.5528
Allendale,South Carolina,32.9881,-81.3582
Atkinson,Georgia,31.2971,-82.88
Choctaw,Mississippi,33.3473,-89.2484
Baraga,Michigan,46.6626,-88.3652
Franklin,Virginia,36.6831,-76.9386
Houston,Tennessee,36.286,-87.7171
Harrison,Missouri,40.3547,-93.992
Murray,Minnesota,44.0221,-95.7633
Hamilton,Texas,31.7048,-98.1107
Oscoda,Michigan,44.6818,-84.1298
Clay,West Virginia,38.4625,-81.0751
Lake,Oregon,42.7934,-120.3874
Graham,North Carolina,35.3502,-83.8335
Clay,Kansas,39.3497,-97.1652
San Miguel,Colorado,38.0038,-108.4057
Twiggs,Georgia,32.6672,-83.4271
Hamilton,Illinois,38.0815,-88.5391
Traill,North Dakota,47.4542,-97.1616
Pocahontas,West Virginia,38.3318,-80.0078
Schoolcraft,Michigan,46.1966,-86.1996
Liberty,Florida,30.2414,-84.8829
San Augustine,Texas,31.3942,-94.1682
Lemhi,Idaho,44.9433,-113.9333
Doddridge,West Virginia,39.2692,-80.707
Humphreys,Mississippi,33.1287,-90.5266
Thomas,Kansas,39.3509,-101.0556
Richardson,Nebraska,40.125,-95.7175
Searcy,Arkansas,35.9109,-92.6995
Taylor,Georgia,32.5555,-84.2505
Power,Idaho,42.6936,-112.8407
Greene,Alabama,32.8531,-87.9522
Coleman,Texas,31.7732,-99.4536
Ballard,Kentucky,37.0585,-88.9995
Anderson,Kansas,38.2142,-95.2933
Red River,Louisiana,32.0931,-93.3398
Northwest Arctic,Alaska,67.053,-159.721
Washakie,Wyoming,43.905,-107.6828
Major,Oklahoma,36.3116,-98.5359
Decatur,Iowa,40.7377,-93.7863
Yoakum,Texas,33.173,-102.8278
Franklin,Mississippi,31.4772,-90.8979
Merrick,Nebraska,41.169,-98.038
Benton,Mississippi,34.8173,-89.1885
Lincoln,Georgia,33.7936,-82.4512
McCulloch,Texas,31.1989,-99.3476
Kane,Utah,37.2851,-111.8878
Cleveland,Arkansas,33.8984,-92.1851
Winkler,Texas,31.8501,-103.0483
Pleasants,West Virginia,39.371,-81.1606
Monroe,Iowa,41.0298,-92.869
Dade,Missouri,37.4321,-93.8503
Conejos,Colorado,37.2007,-106.1916
Wheeler,Georgia,32.1171,-82.7246
Clay,Tennessee,36.5511,-85.5439
Marion,Georgia,32.3535,-84.5246
Valley,Montana,48.3653,-106.6675
Grant,South Dakota,45.1719,-96.7677
Boise,Idaho,43.9891,-115.7303
Doniphan,Kansas,39.7881,-95.1468
Nicholas,Kentucky,38.3356,-84.0153
Gilmer,West Virginia,38.9241,-80.8571
East Carroll,Louisiana,32.7325,-91.235
Kingman,Kansas,37.5589,-98.1363
Harney,Oregon,43.0641,-118.968
Castro,Texas,34.5299,-102.2617
Worth,Iowa,43.3774,-93.2609
Adair,Iowa,41.3307,-94.471
Chariton,Missouri,39.5151,-92.9626
Grant,Kansas,37.5623,-101.308
Lake,Colorado,39.2025,-106.3448
Elliott,Kentucky,38.1179,-83.0976
Hutchinson,South Dakota,43.3349,-97.7544
Rappahannock,Virginia,38.6848,-78.1592
Newton,Arkansas,35.92,-93.2179
Wallowa,Oregon,45.5799,-117.181
Pepin,Wisconsin,44.5829,-92.0015
Lexington,Virginia,37.7825,-79.4441
Jefferson,Mississippi,31.7342,-91.0373
Pierce,Nebraska,42.2644,-97.6013
